author,title,pages,year,crossref,booktitle,ee,url,genre
"['Pier Giorgio Bosco', 'Giovanni Martini', 'Corrado Moiso']","TINA ACE: An Environment for Specifying, Developing and Generating TINA Services.",['620-621'],1997,['conf/icse/1997'],ICSE,['https://doi.org/10.1145/253228.253503'],['db/conf/icse/icse97.html#BoscoMM97'],inproceedings
"['Dongsun Kim 0001', 'Jaechang Nam', 'Jaewoo Song', 'Sunghun Kim 0001']",Automatic patch generation learned from human-written patches.,['802-811'],2013,['conf/icse/2013'],ICSE,"['https://doi.org/10.1109/ICSE.2013.6606626', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2013.6606626', 'http://dl.acm.org/citation.cfm?id=2486893']",['db/conf/icse/icse2013.html#KimNSK13'],inproceedings
['Andrea Avancini'],Security testing of web applications: A research plan.,['1491-1494'],2012,['conf/icse/2012'],ICSE,"['https://doi.org/10.1109/ICSE.2012.6227054', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2012.6227054', 'http://dl.acm.org/citation.cfm?id=2337464']",['db/conf/icse/icse2012.html#Avancini12'],inproceedings
"['Dewayne E. Perry', 'Susan Elliott Sim', 'Steve M. Easterbrook']",Case Studies for Software Engineers.,['736-738'],2004,['conf/icse/2004'],ICSE,"['https://doi.org/10.1109/ICSE.2004.1317512', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2004.1317512', 'http://dl.acm.org/citation.cfm?id=999494']",['db/conf/icse/icse2004.html#PerrySE04'],inproceedings
"['Gregory Butler', 'Don S. Batory', 'Krzysztof Czarnecki', 'Ulrich W. Eisenecker']",Generative Techniques for Product Lines.,['760-761'],2001,['conf/icse/2001'],ICSE,"['https://doi.org/10.1109/ICSE.2001.919165', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2001.919165']",['db/conf/icse/icse2001.html#ButlerBCE01'],inproceedings
['R. E. Boydston'],Programming Cost Estimate: Is It Reasonable?,['153-161'],1984,['conf/icse/1984'],ICSE,['http://dl.acm.org/citation.cfm?id=801964'],['db/conf/icse/icse84.html#Boydston84'],inproceedings
['Michael Hirsch'],Moving from a plan driven culture to agile development.,['38'],2005,['conf/icse/2005'],ICSE,"['https://doi.org/10.1145/1062455.1062472', 'https://doi.org/10.1109/ICSE.2005.1553539', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2005.1553539']",['db/conf/icse/icse2005.html#Hirsch05'],inproceedings
"['Gregg Rothermel', 'Lixin Li', 'Christopher DuPuis', 'Margaret M. Burnett']",What You See Is What You Test: A Methodology for Testing Form-Based Visual Programs.,['198-207'],1998,['conf/icse/1998'],ICSE,"['https://doi.org/10.1109/ICSE.1998.671118', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.1998.671118']",['db/conf/icse/icse98.html#RothermelLDB98'],inproceedings
"['Willa K. Ehrlich', 'John P. Stampfel', 'Jar R. Wu']",Application of Software Reliability Modeling to Product Quality and Test Process.,['108-116'],1990,['conf/icse/1990'],ICSE,['http://dl.acm.org/citation.cfm?id=100307'],['db/conf/icse/icse90.html#EhrlichSW90'],inproceedings
"['Bin Lin 0008', 'Fiorella Zampetti', 'Gabriele Bavota', 'Massimiliano Di Penta', 'Michele Lanza', 'Rocco Oliveto']",Sentiment analysis for software engineering: how far can we go?,['94-104'],2018,['conf/icse/2018'],ICSE,"['https://doi.org/10.1145/3180155.3180195', 'http://ieeexplore.ieee.org/document/8453067']",['db/conf/icse/icse2018.html#0008ZBPLO18'],inproceedings
['Gerald Bortis'],Experiences with Mirth: an open source health care integration engine.,['649-652'],2008,['conf/icse/2008'],ICSE,['https://doi.org/10.1145/1368088.1368179'],['db/conf/icse/icse2008.html#Bortis08'],inproceedings
"['Yan Cai 0001', 'W. K. Chan 0001']",MagicFuzzer: Scalable deadlock detection for large-scale applications.,['606-616'],2012,['conf/icse/2012'],ICSE,"['https://doi.org/10.1109/ICSE.2012.6227156', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2012.6227156', 'http://dl.acm.org/citation.cfm?id=2337294']",['db/conf/icse/icse2012.html#CaiC12'],inproceedings
['B. Friman'],MGEN - A Generator for Menu Driven Programs.,['198-206'],1984,['conf/icse/1984'],ICSE,['http://dl.acm.org/citation.cfm?id=801970'],['db/conf/icse/icse84.html#Friman84'],inproceedings
"['Colin Potts', 'A. Bartlett', 'B. H. Cherrie', 'Roy MacLean']",Discrete Event Simulation as a Means of Validating JSD Design Specifications.,['119-127'],1985,['conf/icse/1985'],ICSE,['http://dl.acm.org/citation.cfm?id=319593'],['db/conf/icse/icse85.html#PottsBCM85'],inproceedings
"['Sebastiano Panichella', 'Annibale Panichella', 'Moritz Beller', 'Andy Zaidman', 'Harald C. Gall']",The impact of test case summaries on bug fixing performance: an empirical investigation.,['547-558'],2016,['conf/icse/2016'],ICSE,"['https://doi.org/10.1145/2884781.2884847', 'http://ieeexplore.ieee.org/document/7886933/']",['db/conf/icse/icse2016.html#PanichellaPBZG16'],inproceedings
"['Renato Lima Novais', 'Camila Nunes', 'Caio A. N. Lima', 'Elder Cirilo', 'Francisco Dantas', 'Alessandro Garcia 0001', 'Manoel G. Mendonça']",On the proactive and interactive visualization for feature evolution comprehension: An industrial investigation.,['1044-1053'],2012,['conf/icse/2012'],ICSE,"['https://doi.org/10.1109/ICSE.2012.6227115', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2012.6227115', 'http://dl.acm.org/citation.cfm?id=2337359']",['db/conf/icse/icse2012.html#NovaisNLCDGM12'],inproceedings
"['Nischal Shrestha', 'Colton Botta', 'Titus Barik', 'Chris Parnin']",Here we go again: why is it difficult for developers to learn another programming language?,['691-701'],2020,['conf/icse/2020'],ICSE,"['https://doi.org/10.1145/3377811.3380352', 'https://ieeexplore.ieee.org/document/9284077']",['db/conf/icse/icse2020.html#ShresthaBBP20'],inproceedings
['Carma L. McClure'],A Model for Program Complexity Analysis.,['149-157'],1978,['conf/icse/1978'],ICSE,['http://dl.acm.org/citation.cfm?id=803205'],['db/conf/icse/icse78.html#McClure78'],inproceedings
"['Nils Göde', 'Rainer Koschke']",Frequency and risks of changes to clones.,['311-320'],2011,['conf/icse/2011'],ICSE,['https://doi.org/10.1145/1985793.1985836'],['db/conf/icse/icse2011.html#GodeK11'],inproceedings
['Bertrand Meyer 0001'],The Software Knowledge Base.,['158-165'],1985,['conf/icse/1985'],ICSE,['http://dl.acm.org/citation.cfm?id=319611'],['db/conf/icse/icse85.html#Meyer85'],inproceedings
"['Baishakhi Ray', 'Vincent Hellendoorn', 'Saheel Godhane', 'Zhaopeng Tu', 'Alberto Bacchelli', 'Premkumar T. Devanbu']","On the ""naturalness"" of buggy code.",['428-439'],2016,['conf/icse/2016'],ICSE,"['https://doi.org/10.1145/2884781.2884848', 'http://ieeexplore.ieee.org/document/7886923/', 'https://www.wikidata.org/entity/Q57726647']",['db/conf/icse/icse2016.html#RayHGTBD16'],inproceedings
['William E. Howden'],Error-Based Validation Completeness.,['357'],1989,['conf/icse/1989'],ICSE,['https://doi.org/10.1145/74587.74635'],['db/conf/icse/icse89.html#Howden01'],inproceedings
"['Maria Paasivaara', 'Casper Lassenius', 'Daniela E. Damian', 'Petteri Räty', 'Adrian Schröter']",Teaching students global software engineering skills using distributed scrum.,['1128-1137'],2013,['conf/icse/2013'],ICSE,"['https://doi.org/10.1109/ICSE.2013.6606664', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2013.6606664', 'http://dl.acm.org/citation.cfm?id=2486945']",['db/conf/icse/icse2013.html#PaasivaaraLDRS04'],inproceedings
"['David Garlan', 'Dewayne E. Perry']","Software Architecture: Practice, Potential, and Pitfalls.",['363-364'],1994,['conf/icse/1994'],ICSE,['http://portal.acm.org/citation.cfm?id=257734.257806'],['db/conf/icse/icse94.html#GarlanA94'],inproceedings
"['Gregor Kiczales', 'John Lamping', 'Cristina Videira Lopes', 'Chris Maeda', 'Anurag Mendhekar', 'Gail C. Murphy']",Open Implementation Design Guidelines.,['481-490'],1997,['conf/icse/1997'],ICSE,['https://doi.org/10.1145/253228.253431'],['db/conf/icse/icse97.html#KiczalesLLMMM97'],inproceedings
"['Jason E. Robbins', 'Nenad Medvidovic', 'David F. Redmiles']",Integrating Architecture Description Languages with a Standard Design Method.,['209-218'],1998,['conf/icse/1998'],ICSE,"['https://doi.org/10.1109/ICSE.1998.671120', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.1998.671120']",['db/conf/icse/icse98.html#RobbinsMR98'],inproceedings
"['Christoph Csallner', 'Yannis Smaragdakis']",Dynamically discovering likely interface invariants.,['861-864'],2006,['conf/icse/2006'],ICSE,['https://doi.org/10.1145/1134285.1134435'],['db/conf/icse/icse2006.html#CsallnerS06'],inproceedings
['Sedigheh Khoshnevis'],An approach to variability management in service-oriented product lines.,['1483-1486'],2012,['conf/icse/2012'],ICSE,"['https://doi.org/10.1109/ICSE.2012.6227056', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2012.6227056', 'http://dl.acm.org/citation.cfm?id=2337462']",['db/conf/icse/icse2012.html#Khoshnevis12'],inproceedings
"['Stefanos Zachariadis', 'Licia Capra', 'Cecilia Mascolo', 'Wolfgang Emmerich']",XMIDDLE: information sharing middleware for a mobile environment.,['712'],2002,['conf/icse/2002'],ICSE,['https://doi.org/10.1145/581339.581463'],['db/conf/icse/icse2002.html#ZachariadisCME02'],inproceedings
['Birgit R. Krogstie'],Power through brokering: open source community participation in software engineering student projects.,['791-800'],2008,['conf/icse/2008'],ICSE,['https://doi.org/10.1145/1368088.1368201'],['db/conf/icse/icse2008.html#Krogstie08'],inproceedings
"['Nenad Medvidovic', 'Peyman Oreizy', 'Richard N. Taylor']",Reuse of Off-the-Shelf Components in C2-Style Architectures.,['692-700'],1997,['conf/icse/1997'],ICSE,['https://doi.org/10.1145/253228.253838'],['db/conf/icse/icse97.html#MedvidovicOT97'],inproceedings
['Patrice Chalin'],A Sound Assertion Semantics for the Dependable Systems Evolution Verifying Compiler.,['23-33'],2007,['conf/icse/2007'],ICSE,"['https://doi.org/10.1109/ICSE.2007.9', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2007.9', 'http://dl.acm.org/citation.cfm?id=1248836']",['db/conf/icse/icse2007.html#Chalin07'],inproceedings
"['Gabriele Bavota', 'Andrea De Lucia', 'Andrian Marcus', 'Rocco Oliveto', 'Fabio Palomba']",Supporting extract class refactoring in Eclipse: The ARIES project.,['1419-1422'],2012,['conf/icse/2012'],ICSE,"['https://doi.org/10.1109/ICSE.2012.6227233', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2012.6227233', 'http://dl.acm.org/citation.cfm?id=2337434']",['db/conf/icse/icse2012.html#BavotaLMOP12'],inproceedings
"['James C. Corbett', 'Matthew B. Dwyer', 'John Hatcliff', 'Robby']",Bandera: a source-level interface for model checking Java programs.,['762-765'],2000,['conf/icse/2000'],ICSE,['https://doi.org/10.1145/337180.337625'],['db/conf/icse/icse2000.html#CorbettDHR00'],inproceedings
"['Tom DeMarco', 'Curt Geertgens']",Use of Video for Program Documentation (Experience Report).,['126-128'],1990,['conf/icse/1990'],ICSE,['http://dl.acm.org/citation.cfm?id=100314'],['db/conf/icse/icse90.html#DeMarcoG90'],inproceedings
"['Alexander L. Wolf', 'Lori A. Clarke', 'Jack C. Wileden']",Interface Control and Incremental Development in the PIC Environment.,['75-82'],1985,['conf/icse/1985'],ICSE,['http://dl.acm.org/citation.cfm?id=319584'],['db/conf/icse/icse85.html#WolfCW85'],inproceedings
"['Sai Zhang', 'Michael D. Ernst']",Which configuration option should I change?,['152-163'],2014,['conf/icse/2014'],ICSE,['https://doi.org/10.1145/2568225.2568251'],['db/conf/icse/icse2014.html#ZhangE14'],inproceedings
['Kurt Schneider'],"Prototypes as Assets, not Toys: Why and How to Extract Knowledge from Prototypes.",['522-531'],1996,['conf/icse/1996'],ICSE,['http://portal.acm.org/citation.cfm?id=227726.227840'],['db/conf/icse/icse96.html#Schneider96'],inproceedings
"['Antonio Caliò', 'Massimo Autiero', 'Giuseppe Bux']",Software process improvement by object technology (ESSI PIE 27785 -- SPOT).,['641-647'],2000,['conf/icse/2000'],ICSE,['https://doi.org/10.1145/337180.337497'],['db/conf/icse/icse2000.html#CalioAB00'],inproceedings
['Q. Chen'],Extending the Implementation Scheme of Functional Programming System FP for Supporting the Formal Software Development Methodology.,['50-54'],1985,['conf/icse/1985'],ICSE,['http://dl.acm.org/citation.cfm?id=319578'],['db/conf/icse/icse85.html#Chen85'],inproceedings
"['Paul Piwowarski', 'Mitsuru Ohba', 'Joseph M. Caruso']",Coverage Measurement Experience During Function Test.,['287-301'],1993,['conf/icse/1993'],ICSE,['http://portal.acm.org/citation.cfm?id=257572.257635'],['db/conf/icse/icse93.html#PiwowarskiOC93'],inproceedings
['Douglas T. Ross'],The NATO Conferences form the Perspective of an Active Software Engineer.,['101-102'],1989,['conf/icse/1989'],ICSE,['https://doi.org/10.1145/74587.74601'],['db/conf/icse/icse89.html#Ross89'],inproceedings
"['John C. Knight', 'Paul Ammann']",An Experimental Evaluation of Simple Methods for Seeding Program Errors.,['337-342'],1985,['conf/icse/1985'],ICSE,['http://dl.acm.org/citation.cfm?id=319667'],['db/conf/icse/icse85.html#KnightA85'],inproceedings
"['Eric F. Rizzi', 'Sebastian G. Elbaum', 'Matthew B. Dwyer']","On the techniques we create, the tools we build, and their misalignments: a study of KLEE.",['132-143'],2016,['conf/icse/2016'],ICSE,"['https://doi.org/10.1145/2884781.2884835', 'http://ieeexplore.ieee.org/document/7886898/']",['db/conf/icse/icse2016.html#RizziED16'],inproceedings
"['Pentti Kerola', 'Peter Freeman']",A Comparison of Lifecycle Models.,['90-99'],1981,['conf/icse/1981'],ICSE,['http://dl.acm.org/citation.cfm?id=802520'],['db/conf/icse/icse81.html#KerolaF81'],inproceedings
"['Henrik Bærbak Christensen', 'Klaus Marius Hansen']",Towards architectural information in implementation.,['928-931'],2011,['conf/icse/2011'],ICSE,['https://doi.org/10.1145/1985793.1985948'],['db/conf/icse/icse2011.html#ChristensenH11'],inproceedings
['Alex Kotov'],The Internet as a Medium for Software Engineering Experiments.,['722-723'],1999,['conf/icse/1999'],ICSE,['https://doi.org/10.1145/302405.302994'],['db/conf/icse/icse99.html#Kotov99'],inproceedings
"['Craig Chambers', 'Jeffrey Dean', 'David Grove']",A Framework for Selective Recompilation in the Presence of Complex Intermodule Dependencies.,['221-230'],1995,['conf/icse/1995'],ICSE,['https://doi.org/10.1145/225014.225035'],['db/conf/icse/icse95.html#ChambersDG95'],inproceedings
"['Carlos José Pereira de Lucena', 'Alessandro F. Garcia 0001', 'Andrea Omicini', 'Jaelson Castro', 'Franco Zambonelli']",Software engineering for large-scale multi-agent systems: SELMAS'2002.,['653-654'],2002,['conf/icse/2002'],ICSE,['https://doi.org/10.1145/581339.581428'],['db/conf/icse/icse2002.html#LucenaGOCZ02'],inproceedings
"['Burkhard Peuschel', 'Wilhelm Schäfer']",Concepts and Implementation of a Rule-Based Process Engine.,['262-279'],1992,['conf/icse/1992'],ICSE,['https://doi.org/10.1145/143062.143126'],['db/conf/icse/icse92.html#PeuschelS92'],inproceedings
"['Pak-Lok Poon', 'Yuen-Tak Yu']",Procurement of enterprise resource planning systems: experiences with some Hong Kong companies.,['561-568'],2006,['conf/icse/2006'],ICSE,['https://doi.org/10.1145/1134285.1134364'],['db/conf/icse/icse2006.html#PoonY06'],inproceedings
"['Kokichi Futatsugi', 'Joseph A. Goguen', 'José Meseguer', 'Koji Okada']",Parameterized Programming in OBJ2.,['51-60'],1987,['conf/icse/1987'],ICSE,['http://dl.acm.org/citation.cfm?id=41772'],['db/conf/icse/icse87.html#FutatsugiGMO87'],inproceedings
"['Mohamed Almorsy', 'John Grundy 0001', 'Amani S. Ibrahim']",Automated software architecture security risk analysis using formalized signatures.,['662-671'],2013,['conf/icse/2013'],ICSE,"['https://doi.org/10.1109/ICSE.2013.6606612', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2013.6606612', 'http://dl.acm.org/citation.cfm?id=2486875']",['db/conf/icse/icse2013.html#AlmorsyGI13'],inproceedings
"['Juan Zhai', 'Xiangzhe Xu', 'Yu Shi', 'Guanhong Tao', 'Minxue Pan', 'Shiqing Ma', 'Lei Xu', 'Weifeng Zhang', 'Lin Tan 0001', 'Xiangyu Zhang 0001']",CPC: automatically classifying and propagating natural language comments via program analysis.,['1359-1371'],2020,['conf/icse/2020'],ICSE,"['https://doi.org/10.1145/3377811.3380427', 'https://ieeexplore.ieee.org/document/9284079']",['db/conf/icse/icse2020.html#ZhaiXSTPMXZTZ20'],inproceedings
"['Phillip Merlin Uesbeck', 'Andreas Stefik', 'Stefan Hanenberg', 'Jan Pedersen 0001', 'Patrick Daleiden']",An empirical study on the impact of C++ lambdas and programmer experience.,['760-771'],2016,['conf/icse/2016'],ICSE,"['https://doi.org/10.1145/2884781.2884849', 'http://ieeexplore.ieee.org/document/7886954/']",['db/conf/icse/icse2016.html#UesbeckSHPD16'],inproceedings
['Walter Royce'],TRW's Ada Process Model for Incremental Development of Large Software Systems.,['2-11'],1990,['conf/icse/1990'],ICSE,['http://dl.acm.org/citation.cfm?id=100297'],['db/conf/icse/icse90.html#Royce90'],inproceedings
['Dewayne E. Perry'],Version Control in the Inscape Environment.,['142-149'],1987,['conf/icse/1987'],ICSE,['http://dl.acm.org/citation.cfm?id=41780'],['db/conf/icse/icse87.html#Perry87a'],inproceedings
"['Filomena Ferrucci', 'Mark Harman', 'Jian Ren 0004', 'Federica Sarro']",Not going to take this anymore: multi-objective overtime planning for software engineering projects.,['462-471'],2013,['conf/icse/2013'],ICSE,"['https://doi.org/10.1109/ICSE.2013.6606592', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2013.6606592', 'http://dl.acm.org/citation.cfm?id=2486849', 'https://www.wikidata.org/entity/Q59609169']",['db/conf/icse/icse2013.html#FerrucciHRS13'],inproceedings
"['Sushil Krishna Bajracharya', 'Adrian Kuhn', 'Yunwen Ye']","Third international workshop on search-driven development: users, infrastructure, tools, and evaluation (SUITE 2011).",['1228-1229'],2011,['conf/icse/2011'],ICSE,['https://doi.org/10.1145/1985793.1986059'],['db/conf/icse/icse2011.html#BajracharyaKY11'],inproceedings
"['Darren C. Atkinson', 'William G. Griswold']",The Design of Whole-Program Analysis Tools.,['16-27'],1996,['conf/icse/1996'],ICSE,['http://portal.acm.org/citation.cfm?id=227726.227732'],['db/conf/icse/icse96.html#AtkinsonG96'],inproceedings
"['Michael F. Dunn', 'John C. Knight']",Automating the Detection of Reusable Parts in Existing Software.,['381-390'],1993,['conf/icse/1993'],ICSE,['http://portal.acm.org/citation.cfm?id=257572.257660'],['db/conf/icse/icse93.html#DunnK93'],inproceedings
"['Emerson R. Murphy-Hill', 'Chris Parnin', 'Andrew P. Black']","How we refactor, and how we know it.",['287-297'],2009,['conf/icse/2009'],ICSE,"['https://doi.org/10.1109/ICSE.2009.5070529', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2009.5070529', 'http://dl.acm.org/citation.cfm?id=1555044']",['db/conf/icse/icse2009.html#Murphy-HillPB09'],inproceedings
"['Lionel C. Briand', 'Khaled El Emam', 'Isabella Wieczorek']",Explaining the Cost of European Space and Military Projects.,['303-312'],1999,['conf/icse/1999'],ICSE,['https://doi.org/10.1145/302405.302645'],['db/conf/icse/icse99.html#BriandEW99'],inproceedings
['Jeff Kramer'],Whither software architecture? (Keynote).,['963'],2012,['conf/icse/2012'],ICSE,"['https://doi.org/10.1109/ICSE.2012.6227253', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2012.6227253', 'http://dl.acm.org/citation.cfm?id=2337338']",['db/conf/icse/icse2012.html#Kramer12'],inproceedings
